tutkintokerta;koulun_nro;koulun_nimi;opetuskieli;tyyppi;sukup;yht;A;O;Z;I;W;Q;A5;O5;M;N;BI;FF;FY;HI;PS;UE;UO;ET;GE;KE;TE;YH;BA;BB;CA;CB;EA;FA;SA;PA;VA;EC;FC;SC;PC;VC;DC;IC;QC;GC;TC;L1;L7;opintotausta
2024K;1604;Madetojan musiikkilukio;FI;;1;19;4;;;;;;;;2;;;4;;;;;;;3;;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;27;6;;;;;;;;6;;5;;5;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;21;4;;;;;;;;;4;;;;4;;;;4;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;22;6;;;;;;;;5;;;;3;;;;;;;4;;;;4;;;;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;22;5;;;;;;;;;4;;;;;;;;;5;;5;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;36;7;;;;;;;;7;;;;6;;7;;;;;;;;;;;;3;;;;;6;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;20;5;;;;;;;;;5;;;;3;;3;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;37;6;;;;;;;;5;;5;;5;;;;;;;4;;;;6;;;6;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;30;5;;;;;;;;6;;5;;5;;;;;;;;;;;5;;;;;;;;4;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;28;6;;;;;;;;5;;;;;;7;;;;;5;;;;;;;;;;;;5;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;22;4;;;;;;;;4;;4;;;;;;;;4;;;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;20;6;;;;;;;;2;;;;;;5;;;3;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;40;7;;;;;;;;6;;6;;3;;;;;;;5;;;;5;;;3;;;;;5;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;24;0;;;;;;;;;7;;3;;;4;;;;5;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;26;5;;;;;;;;5;;;;6;;;;;;;;;7;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;38;7;;;;;;;;;6;;;;;6;;;;;;;;;7;;;5;;;;;;;;7;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;16;5;;;;;;;;;3;;2;;2;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;21;4;;;;;;;;;4;;;;5;;4;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;25;5;;;;;;;;;6;;;;;5;5;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;22;5;;;;;;;;3;;;;3;;;5;;;;;4;;;;;;;;;;;2;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;30;5;;;;;;;;6;;6;;6;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;30;7;;;;;;;;6;;;;6;;;;;;;6;;;;;;;;;;;;5;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;38;6;;;;;;;;6;;5;;6;;;;;;;6;;;;;;;5;;4;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;24;5;;;;;;;;;5;;;;;4;;;;;;5;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;13;3;;;;;;;;;2;2;;;;;;;;2;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;32;6;;;;;;;;;6;;;;;6;6;;;;;6;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;20;5;;;;;;;;;4;;;;;4;5;;;;;;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;42;6;;;;;;;;6;;7;;6;;;;;;;5;;;;;;;5;;;;;7;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;20;3;;;;;;;;;2;;;;;;;;;;;;4;;4;;;3;;;;;;;4;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;24;3;;;;;;;;5;;;7;;;;;;;2;;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;12;2;;;;;;;;;2;;;;;;2;;;2;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;19;5;;;;;;;;;3;;;;;4;;;;;;;4;;3;;;0;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;30;6;;;;;;;;5;;6;;4;;;;;;;4;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;18;2;;;;;;;;;;;;;;;4;;;;;4;;;4;;;4;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;43;7;;;;;;;;6;;6;;;;6;;;;;6;;;;7;;;5;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;2;27;6;;;;;;;;;4;;;;;6;5;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1604;Madetojan musiikkilukio;FI;;1;27;6;;;;;;;;5;;6;;5;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;16;3;;;;;;;;3;;;;;;3;;;;;;4;;;3;;;;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;27;5;;;;;;;;;4;5;;;;;;;;;;5;;;;;;4;;;;;;4;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;26;6;;;;;;;;5;;4;;;;;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;28;7;;;;;;;;4;;;;;4;;5;;;;;;;;5;;;;;;;;3;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;21;3;;;;;;;;5;;;;;;;;;;5;;2;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;20;4;;;;;;;;;3;;;;;;;;;4;;6;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;22;4;;;;;;;;2;;5;;;;;;;;;3;5;;;3;;;;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;30;5;;;;;;;;4;;;;;5;;;;;;;;5;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;20;2;;;;;;;;5;;3;;2;;;;;;;3;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;26;3;;;;;;;;;5;;;;5;;;;;;;4;5;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;34;5;;;;;;;;7;;6;;4;;;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;16;3;;;;;;;;;4;;;;3;;;;;;;;3;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;14;3;;;;;;;;;2;;;;;;;;;2;;3;4;0;;;;;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;37;6;;;;;;;;;4;;;;4;;5;;;;;;5;;;;;7;;;;;;6;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;12;2;;;;;;;;;0;;;;2;;;;;;;2;;;;;;;;;;6;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;21;4;;;;;;;;;;2;;;4;;;;;;;;;;3;;;5;;;;;;;;3;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;32;5;;;;;;;;4;;4;;;;5;;;;;;6;;;5;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;1;20;3;;;;;;;;;5;;;;3;;4;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;17;4;;;;;;;;4;;2;;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;24;5;;;;;;;;;;;;;;5;;;;;;6;;;5;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;15;2;;;;;;;;;2;;;;4;;4;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;15;3;;;;;;;;;;4;;;;;;;;;;2;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1301;Kuhmon yhteislukio;FI;;2;38;7;;;;;;;;6;;6;;6;;;;;;;6;;;;7;;;;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;14;3;;;;;;;;2;2;2;;;;;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;13;3;;;;;;;;2;;;;;;3;;;;;;3;;;;;;;;;;;2;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;24;6;;;;;;;;;2;3;;;;2;;;;;;4;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;32;6;;;;;;;;5;;;;4;6;;6;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;18;4;;;;;;;;2;3;;;;;3;;;;;;3;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;15;2;;;;;;;;3;;2;;;;2;;;;;;3;;;;;;;;;;;3;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;13;2;;;;;;;;2;;2;;;;3;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;28;5;;;;;;;;;5;4;;;;;;;;;;5;;;;;;4;;;;;5;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;25;5;;;;;;;;6;;;;5;;;;;;;5;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;24;4;;;;;;;;5;;;;;;;;;;6;;5;;;4;;;;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;24;4;;;;;;;;;4;;;;;4;;;;;;4;;;;;;4;;;;;;;;4;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;16;2;;;;;;;;2;4;;;3;;;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;29;5;;;;;;;;2;5;4;;;;;;;;;;5;;;;;;3;;;;;5;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;44;7;;;;;;;;6;;;;;7;;7;;;;;;7;;5;;;;;;;;;;5;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;18;4;;;;;;;;4;;;;4;;;;;;3;;;;;;;;;;;;;3;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;38;6;;;;;;;;6;;;;;6;;6;;;;;;6;;4;;;;;;;;;;4;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;2;28;5;;;;;;;;;4;;5;;5;;4;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1688;Pyhäjoen lukio;FI;;1;24;4;;;;;;;;5;;;;4;;;;;;4;;4;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;23;4;;;;;;;;;;;;;;;;;;;;5;4;;6;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;17;;;;;;;3;;;4;;;2;;;;;;;;;3;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;2;;;;;;;;3;;;;2;;;;;;;;;3;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;20;;;;;;;5;;;4;;;;;3;;;;;;;2;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;13;0;;;;;;;;;2;;;;;2;;;;;;3;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;18;3;;;;;;;;;4;;;;;3;;;;;;2;;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;11;;;;;;;3;;;;;;;;;0;;;;;;;;2;;;;;;3;;3;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;24;3;;;;;;;;;4;;;;;5;;;;;;;4;;;;;3;;;;5;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;18;3;;;;;;;;;3;3;;2;;;;;;;2;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;36;5;;;;;;;;4;;;;;;5;;;4;;;;;;5;;;7;;;;;;;;6;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;19;2;;;;;;;;;;;;;;4;;;;;;6;;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;24;4;;;;;;;;;;;;;;;;;;5;;;;;5;;;5;;;;;;;;5;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;17;;;;;;;4;;;3;2;;;;;;;;;;4;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;27;3;;;;;;;;3;6;;;;5;;;;;;;;;;4;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;18;3;;;;;;;;;4;;;;;;;;;;;2;;;4;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;2;;;;;;;;;3;;;;3;;;;;;;3;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;22;3;;;;;;;;;4;;;;5;;;;;;;3;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;22;4;;;;;;;;;;;;;5;;;;;;;;;;3;;;7;;;;;;;3;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;31;;;;;;;6;;5;;4;;2;;;;;;;4;;;;;;;4;;;;;;6;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;11;2;;;;;;;;;;;;;4;;;;;2;;;;;0;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;14;;;;;;;3;;3;;3;;;;;;;;;3;;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;13;;;;;;;4;;;0;;;;;3;;;3;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;18;;;;;;;3;;3;;3;;2;;;;;;;3;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;14;3;;;;;;;;;0;;;;4;3;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;18;3;;;;;;;;;3;;;;6;;;;;;;;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;14;;;;;;;4;;;3;2;;2;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;16;0;;;;;;;;;;;;;;2;;;5;;;3;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;22;4;;;;;;;;;2;;;;4;5;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;19;4;;;;;;;;2;;3;;;;3;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;14;3;;;;;;;;;;;;;;2;;;;;;4;;;2;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;18;2;;;;;;;;;3;;;;4;;;;;;;;4;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;13;;;;;;;3;;;2;;;;;;;;;;;3;2;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;14;;;;;;;5;;;3;;;;;;;;;;;3;3;;;;;0;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;21;3;;;;;;;;;;;;;;5;;;;;;;4;;3;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;13;;;;;;;4;;;2;2;;;;;;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;29;6;;;;;;;;;;;;;6;6;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;26;4;;;;;;;;;6;;5;;;;;;;;;;;;4;;;7;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;17;3;;;;;;;;;;;;;4;;3;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;19;4;;;;;;;;;;;;;3;;;;;;;;3;;3;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;10;;;;;;;2;;;2;;;;;2;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;21;2;;;;;;;;;;;;;;;;;;3;;3;;;4;;;4;;;;;;5;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;15;3;;;;;;;;;;;;;;;;;;;;2;;;2;;;4;;;;;;;;4;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;22;3;;;;;;;;;;;;;4;;;;;;;;4;6;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;12;;;;;;;3;;;3;;;;;;;;;;;0;;;4;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;4;;;;;;;;;;;;;3;;;;;;;2;;;2;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;12;2;;;;;;;;;2;;;;3;;2;;;;;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;27;5;;;;;;;;;6;;;5;;;;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;12;;;;;;;3;;;0;;;;;3;2;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;12;;;;;;;3;;;0;;;;2;;;;;;;;;;;;;2;;;;5;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;14;0;;;;;;;;;;;;;;;;;;3;;;4;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;10;;;;;;;2;;;3;;;;;;;;;;;3;2;;;;;0;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;25;4;;;;;;;;3;;;;;;;;;;4;3;;;;;;;6;;;;;;;5;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;10;2;;;;;;;;;2;;;;2;0;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;27;4;;;;;;;;;5;;;;5;;;;;;;;;;6;;;7;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;11;;;;;;;3;;;2;;;0;;;;;;;;2;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;22;4;;;;;;;;5;;;;4;;;;;;;;;3;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;15;;;;;;;5;;;2;;;;;;;;;;;2;2;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;;;;;;;4;;;2;;;;;2;;;;;;;;;3;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;17;;;;;;;5;;;2;2;;;;;;;;;;5;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;16;;;;;;;4;;;3;;;;;;;;;4;;;;;2;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;18;3;;;;;;;;;4;;;;;5;;;;;;2;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;13;2;;;;;;;;;2;;;;;3;2;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;16;;;;;;;4;;3;;;;2;;3;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;3;;;;;;;;;;;;;2;3;;;;;;;;;4;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;11;;;;;;;3;;;2;;;;;2;;;;;;2;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;29;;;;;;;5;;;;;;;5;4;;;;;;;3;;6;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;15;;;;;;;4;;;;;2;;;;;;3;;;;;;3;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;23;3;;;;;;;;;;;;;;4;;;;;;;;;5;;;6;;;;;;;;5;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;19;;;;;;;4;;;4;;;;;4;;;;;;3;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;16;;;;;;;3;;;3;3;;;;;;;;;3;;;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;13;;;;;;;4;;2;;;;;;3;;;;;;2;;;;;;;;;;;2;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;14;3;;;;;;;;;3;;;;;3;;;;;;3;;;;;;2;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;;;;;;;4;;;2;;;0;;;;;;;;;;;;;;4;;;;5;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;13;3;;;;;;;;;2;;;;;3;;;;;;2;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;10;;;;;;;3;;;2;0;;;;;;;;;2;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;40;6;;;;;;;;;;;5;;;;;;5;;;;;;5;;;7;;;;;;;5;;7;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;20;3;;;;;;;;;3;2;;;;4;;;;3;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;2;26;5;;;;;;;;5;;;6;;;;;;;;;;;;4;;;6;;;;;;;;;;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;33;4;;;;;;;;6;;;;5;;;;;;;;;5;;;;;7;;;;;;;;;6;;;;;;;;1
2024K;1670;Helsingin kielilukio;FI;;1;15;;;;;;;4;;;3;;;;;2;;;;;;;2;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;31;5;;;;;;;;5;;6;;4;;;;;;;6;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;32;6;;;;;;;;;;;4;;6;;5;;;;;;;;5;;;6;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;33;6;;;;;;;;;6;;;5;;5;;;;;;;5;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;30;6;;;;;;;;;4;;;;4;5;6;;;;;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;22;4;;;;;;;;;6;;;4;;;;;;;;;4;;;;;4;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;21;5;;;;;;;;;6;2;;;;;;;;;;5;;3;;;;;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;29;6;;;;;;;;5;;5;;4;;;;;;;6;;;;;;;3;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;30;3;;;;;;;;6;;;;6;;6;;;;;;;4;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;26;4;;;;;;;;5;;4;;4;;;;;;;4;;;;;;;5;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;40;6;;;;;;;;6;;;;5;7;;;;;;4;;6;;;;;6;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;20;3;;;;;;;;;3;;;;;;;;;;;;5;5;;;;4;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;40;5;;;;;;;;5;;;;5;5;;7;;;;6;;;;;;;7;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;34;5;;;;;;;;;5;;;;;;;;;;;6;5;;7;;;6;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;23;4;;;;;;;;4;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;28;5;;;;;;;;;6;;;;4;6;;;;;;;;;5;;;2;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;34;6;;;;;;;;;6;;;;6;7;;;;;;;;;6;;;3;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;2;22;4;;;;;;;;;4;3;;;;;;;;;;;;;;;;4;;;;;;;7;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;28;4;;;;;;;;4;;4;;5;;;;;;;5;;;;6;;;;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;52;7;;;;;;;;6;;;7;6;;;;;;;7;6;;;7;;;6;;;;;;;;;;;;;;;;;1
2024K;1599;Oulun normaalikoulu;FI;;1;16;3;;;;;;;;;2;;;;4;;;;;;;;4;;;;;3;;;;;;;;;;;;;;;;;1
